,Type,"City,Town,Ward,Village",Area,Nearest stationFName,Nearest stationFDistance(minute),Layout,Area(m^2),Year of construction,Building structure,Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transaction-price(total)
6313,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,8,Unknown,65,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2014,Unknown,53000000
6314,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,1,1K,20,2002,SRC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,14000000
6315,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,6,2LDK,50,2010,RC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,40000000
6316,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,9,2DK,45,1986,SRC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Done,23000000
6317,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,6,2LDK,50,2010,RC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,38000000
6318,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,8,2LDK,80,2001,SRC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,50000000
6319,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,5,Unknown,70,2014,W,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,50000000
6320,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,10,Unknown,55,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,53000000
6321,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,3,Unknown,45,1965,W,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Unknown,22000000
6322,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,3,Unknown,40,1949,W,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Unknown,11000000
6323,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,3,Unknown,40,1965,W,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Unknown,12000000
6324,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,4,2LDK,60,2009,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Not yet,48000000
6325,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,10,1K,20,1999,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Not yet,16000000
6326,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,9,1DK,20,1986,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Done,11000000
6327,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,4,1LDK,40,2009,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Not yet,31000000
6328,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,9,1LDK,40,1986,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Done,24000000
6329,Residential Land(Land and Building),Toshima Ward,Nishisugamo,Nishisugamo,10,Unknown,190,1991,S,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Unknown,85000000
6330,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,9,3LDK,70,2004,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Done,40000000
6331,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,5,1K,15,1989,RC,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2014,Not yet,3500000
6332,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,8,3LDK,85,2002.0,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,49000000
6333,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,1,1K,20,2002,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Unknown,15000000
6334,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,9,3LDK,70,2004,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,38000000
6335,"Pre-owned Condominiums, etc.",Toshima Ward,Nishisugamo,Nishisugamo,9,2LDK,65,2004,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,37000000
6336,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,8,1K,20,2006,RC,House,Commercial Zone,80.0,700.0,4th quarter 2014,Not yet,17000000
6338,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,9,Open Floor,15,1984,S,Office,Commercial Zone,80.0,700.0,4th quarter 2014,Not yet,2600000
6339,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,6,1K,15,1980,SRC,House,Commercial Zone,80.0,800.0,4th quarter 2014,Done,8200000
6340,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,5,1K,20,2006,SRC,House,Commercial Zone,80.0,800.0,4th quarter 2014,Not yet,20000000
6341,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,9,1K,30,1988,SRC,Office,Commercial Zone,80.0,700.0,4th quarter 2014,Not yet,15000000
6342,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,14,2LDK,55,2008,RC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,52000000
6343,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Ikebukuro,9,Unknown,45,1959,RC,Office,Commercial Zone,80.0,700.0,3rd quarter 2014,Unknown,36000000
6344,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Ikebukuro,9,Unknown,30,1972,W,House,Category I Residential Zone,60.0,400.0,3rd quarter 2014,Unknown,20000000
6345,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,9,1K,20,1974,SRC,House,Commercial Zone,80.0,800.0,3rd quarter 2014,Unknown,5600000
6346,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,7,1LDK,35,2009,RC,House,Commercial Zone,80.0,700.0,3rd quarter 2014,Not yet,30000000
6347,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,5,Open Floor,115,2006,SRC,Shop,Commercial Zone,80.0,800.0,3rd quarter 2014,Not yet,91000000
6348,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,7,1K,15,1981,SRC,House,Commercial Zone,80.0,800.0,2nd quarter 2014,Not yet,6500000
6349,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,8,1LDK,35,1973,SRC,House,Commercial Zone,80.0,800.0,2nd quarter 2014,Done,12000000
6350,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,14,2LDK,80,2001,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Unknown,64000000
6351,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,14,2LDK,55,2008,RC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Unknown,50000000
6352,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Ikebukuro,4,Unknown,400,2002.0,Unknown,Other,Commercial Zone,80.0,700.0,1st quarter 2014,Unknown,240000000
6353,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,9,Unknown,20,1974,SRC,House,Commercial Zone,80.0,800.0,1st quarter 2014,Unknown,7000000
6354,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,14,2LDK,70,2001,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,48000000
6355,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,14,2LDK,55,2008,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,44000000
6356,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,6,1R,15,1981,SRC,House,Commercial Zone,80.0,700.0,1st quarter 2014,Done,9000000
6357,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,9,Open Floor,15,1984,S,Office,Commercial Zone,80.0,700.0,1st quarter 2014,Not yet,6800000
6358,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,7,1K,30,2009,RC,House,Commercial Zone,80.0,700.0,1st quarter 2014,Not yet,23000000
6359,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,4,1K,20,1980,SRC,House,Commercial Zone,80.0,800.0,1st quarter 2014,Unknown,9800000
6360,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,6,1R,25,1981,SRC,House,Commercial Zone,80.0,700.0,1st quarter 2014,Unknown,16000000
6361,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,6,1DK,25,1980,SRC,House,Commercial Zone,80.0,800.0,1st quarter 2014,Done,10000000
6362,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Ikebukuro,11,1K,25,2003,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Unknown,21000000
6363,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),8,Unknown,140,1981,RC,"House, Housing Complex, Office",Category I Residential Zone,60.0,400.0,4th quarter 2014,Unknown,65000000
6364,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),4,1K,20,2002,SRC,House,Commercial Zone,80.0,700.0,4th quarter 2014,Unknown,14000000
6365,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),10,Open Floor,55,2003,RC,House,Commercial Zone,80.0,500.0,4th quarter 2014,Not yet,42000000
6368,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),5,1K,15,1990,SRC,House,Commercial Zone,80.0,500.0,4th quarter 2014,Not yet,12000000
6369,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),7,1LDK,50,1991,SRC,House,Commercial Zone,80.0,500.0,4th quarter 2014,Done,35000000
6370,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),8,Unknown,130,1990,W,Housing Complex,Category I Residential Zone,60.0,300.0,3rd quarter 2014,Unknown,49000000
6371,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),4,1K,20,2002,SRC,House,Commercial Zone,80.0,700.0,3rd quarter 2014,Unknown,18000000
6372,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),6,1K,20,2014,RC,House,Category I Residential Zone,60.0,400.0,3rd quarter 2014,Not yet,24000000
6373,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),7,Unknown,20,2005,RC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Unknown,16000000
6374,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),10,1K,25,2003,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Not yet,19000000
6375,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),4,1K,20,2002,SRC,House,Commercial Zone,80.0,700.0,2nd quarter 2014,Not yet,14000000
6376,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),8,Unknown,80,2014,W,House,Category I Residential Zone,60.0,400.0,1st quarter 2014,Unknown,51000000
6377,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),9,Unknown,85,2002.0,Unknown,Other,Category I Residential Zone,60.0,400.0,1st quarter 2014,Unknown,38000000
6378,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),9,Unknown,90,2002.0,Unknown,Other,Category I Residential Zone,60.0,400.0,1st quarter 2014,Unknown,30000000
6379,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),10,Unknown,105,1964,W,Housing Complex,Category I Residential Zone,60.0,400.0,1st quarter 2014,Unknown,37000000
6380,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),10,1LDK,45,2003,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,35000000
6381,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),6,1K,20,1992,RC,House,Category I Residential Zone,60.0,400.0,1st quarter 2014,Done,11000000
6382,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),7,1K,20,2005,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,15000000
6383,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Otsuka (Tokyo),6,3LDK,60,2004,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Done,46000000
6384,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,2,3LDK,70,2003,RC,House,Commercial Zone,80.0,500.0,4th quarter 2014,Not yet,60000000
6385,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,4,2DK,35,1982,SRC,House,Commercial Zone,80.0,500.0,4th quarter 2014,Done,21000000
6386,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Shin-otsuka,3,Unknown,75,1966,W,House,Quasi-industrial Zone,60.0,300.0,3rd quarter 2014,Unknown,22000000
6387,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,4,3DK,45,1982,SRC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,20000000
6388,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,4,3LDK,45,1982,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Not yet,20000000
6389,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,2,2LDK,45,1973,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Not yet,19000000
6390,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Shin-otsuka,5,Unknown,65,2002.0,Unknown,Other,Quasi-industrial Zone,60.0,300.0,1st quarter 2014,Unknown,33000000
6391,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,4,1K,15,1983,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,5500000
6392,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,2,2DK,60,1989,RC,House,Quasi-industrial Zone,60.0,300.0,1st quarter 2014,Unknown,30000000
6393,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,2,2LDK,40,1973,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Done,16000000
6394,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Shin-otsuka,2,3LDK,65,2003,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Done,47000000
6395,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Higashiikebukuro,6,Unknown,460,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2014,Unknown,210000000
6396,Residential Land(Land and Building),Toshima Ward,Higashiikebukuro,Higashiikebukuro,3,Unknown,70,2014,W,House,Category I Residential Zone,60.0,300.0,4th quarter 2014,Unknown,58000000
6397,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,2LDK,50,2011,RC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,60000000
6398,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,1LDK,35,2011,RC,House,Commercial Zone,80.0,600.0,4th quarter 2014,Not yet,42000000
6399,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,0,2LDK,45,1984,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Unknown,24000000
6400,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,1,3LDK,85,2007,RC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Not yet,93000000
6401,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,1,1LDK,40,2003,RC,House,Commercial Zone,80.0,500.0,3rd quarter 2014,Not yet,33000000
6402,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,3,1DK,30,1982,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Not yet,14000000
6403,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,3,1K,25,1982,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Unknown,13000000
6404,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Higashiikebukuro,4,Unknown,95,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,46000000
6405,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,7,1LDK,35,2010,RC,House,Neighborhood Commercial Zone,80.0,500.0,2nd quarter 2014,Unknown,35000000
6406,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,2LDK,55,2002.0,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Not yet,40000000
6407,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,3,1DK,30,1982,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Not yet,16000000
6408,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,1,3LDK,110,2007,RC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Not yet,97000000
6409,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,1,2LDK,75,2007,RC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Not yet,78000000
6410,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Higashiikebukuro,3,Unknown,160,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,1st quarter 2014,Unknown,54000000
6411,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Higashiikebukuro,1,Unknown,50,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,8000000
6412,Residential Land(Land Only),Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,Unknown,80,2002.0,Unknown,Other,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2014,Unknown,44000000
6413,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,1,1K,25,2004,SRC,House,Commercial Zone,80.0,800.0,1st quarter 2014,Not yet,16000000
6414,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,2LDK,65,2011,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,67000000
6415,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,Unknown,45,2011,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,49000000
6416,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,2LDK,65,2011,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,70000000
6417,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,2LDK,55,2011,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Not yet,66000000
6418,"Pre-owned Condominiums, etc.",Toshima Ward,Higashiikebukuro,Higashiikebukuro,2,1LDK,35,2011,RC,House,Commercial Zone,80.0,600.0,1st quarter 2014,Unknown,51000000
6419,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,9,1K,20,1998,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2014,Not yet,19000000
6420,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,6,1K,15,1978,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Not yet,8300000
6421,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,7,1K,20,2013,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2014,Done,27000000
6422,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,9,1K,20,1998,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2014,Not yet,17000000
6423,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,7,1LDK,40,2013,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,39000000
6424,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,7,1DK,40,2013,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,39000000
6425,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,7,Unknown,20,2013,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Unknown,28000000
6426,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,7,1K,20,2013,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Unknown,26000000
6427,"Pre-owned Condominiums, etc.",Toshima Ward,Minamiikebukuro,Ikebukuro,7,1K,20,2013,RC,House,Commercial Zone,80.0,500.0,1st quarter 2014,Not yet,29000000
6428,Residential Land(Land Only),Toshima Ward,Minamiikebukuro,Zoshigaya (Tokyo Metro),7,Unknown,460,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2014,Unknown,280000000
6429,Residential Land(Land and Building),Toshima Ward,Minamiikebukuro,Zoshigaya (Tokyo Metro),5,Unknown,175,1984,W,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,73000000
6430,Residential Land(Land and Building),Toshima Ward,Minamiikebukuro,Zoshigaya (Tokyo Metro),4,Unknown,85,2014,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2014,Unknown,51000000
6431,Residential Land(Land and Building),Toshima Ward,Minamiikebukuro,Higashiikebukuro,5,Unknown,80,2005,S,Housing Complex,Commercial Zone,80.0,600.0,4th quarter 2014,Unknown,90000000
